table_size;sample_size;rf_accuracy;train_test_overfit;cv_overfit;best_rf;rf_cmatrix;discarded;rf_perm_importance;travel_mode;distance_threshold;trip_purpose;age_cohort;activity_cohort;schema
6567;510834.0;0.623;False;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[ 367  273]
 [ 718 1269]]";False;{'Feature': {0: 'acc_general', 1: 'div_walkable', 2: 'den_pop_total'}, 'Importance_Mean': {0: 0.10177642431163555, 1: 0.09317345514528612, 2: 0.09165080573531276}, 'Importance_Std': {0: 0.007137450126115126, 1: 0.004161463483698761, 2: 0.005957240819584257}};walking;1200;Study;combined_features_be;;
5257;375554.0;0.622;True;False;{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[  90   76]
 [ 719 1218]]";False;{'Feature': {5: 'den_perc_housing_sfr', 0: 'acc_general', 10: 'des_straightness', 4: 'den_less_walkable', 1: 'acc_green_areas', 6: 'den_perc_unbuilt', 8: 'des_betweenness', 12: 'div_walkable', 9: 'des_building_age', 2: 'acc_transportation', 3: 'den_land_use_walkable', 7: 'den_urban_form', 11: 'div_unpaired'}, 'Importance_Mean': {5: 0.022983040101442344, 0: 0.004580757647804671, 10: 0.0016959898557615558, 4: 0.0006657156443175882, 1: -0.0007766682517039677, 6: -0.004818513235061062, 8: -0.0074021239499128645, 12: -0.008036138849263009, 9: -0.008353146298938071, 2: -0.01428118560786183, 3: -0.015390711681724557, 7: -0.01653193850055479, 11: -0.020605484228879426}, 'Importance_Std': {5: 0.0037448496719509838, 0: 0.0031505580886222483, 10: 0.00210045844533295, 4: 0.0024512282038007104, 1: 0.0025444168053992315, 6: 0.0018930415123580356, 8: 0.0023057253064742837, 12: 0.002265050948894837, 9: 0.0024174286412324084, 2: 0.002631782406235497, 3: 0.003223866014962184, 7: 0.0033504328242939018, 11: 0.003510061318285994}};walking;1200;Sport / Stroll;combined_features_be;;
23560;1722129.0;0.621;False;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[1302  890]
 [2679 4553]]";False;{'Feature': {1: 'des_straightness', 0: 'des_betweenness'}, 'Importance_Mean': {1: 0.07346844934917943, 0: 0.052727079796264904}, 'Importance_Std': {1: 0.004541338351090643, 0: 0.0035868752040283717}};walking;1500;all;only_design;;
3571;255187.0;0.621;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[329 216]
 [326 558]]";False;{'Feature': {2: 'acc_shopping_alone', 0: 'div_wt_care', 1: 'acc_care_public'}, 'Importance_Mean': {2: 0.09141590856076513, 0: 0.05264753907161187, 1: 0.015348728714718936}, 'Importance_Std': {2: 0.011065365447267963, 0: 0.0081862144930558, 1: 0.00811260301643754}};walking;1200;Care;all_features_be;;
6567;510834.0;0.62;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[ 411  229]
 [ 770 1217]]";False;{'Feature': {17: 'div_walkable', 6: 'dem_income', 8: 'den_land_use_walkable', 16: 'des_straightness', 3: 'dem_attitude', 12: 'den_pop_total', 4: 'dem_gender', 13: 'den_urban_form', 7: 'dem_social', 9: 'den_less_walkable', 2: 'acc_transportation', 11: 'den_perc_unbuilt', 10: 'den_perc_housing_sfr', 1: 'acc_green_areas', 5: 'dem_household_size', 0: 'acc_general', 15: 'des_mean_degree', 14: 'des_betweenness'}, 'Importance_Mean': {17: 0.019515289937825097, 6: 0.006953432305544934, 8: 0.005519604111153353, 16: 0.004402994543839574, 3: 0.003146808780611547, 12: 0.0030452988199466515, 4: 0.0018906230173835045, 13: 0.0016876030960537507, 7: 0.001624159370638197, 9: -0.00019033117624672375, 2: -0.0003172186270778162, 11: -0.0009643446263165045, 10: -0.0017637355665525082, 1: -0.0018525567821342848, 5: -0.0021570866641289635, 0: -0.0022839741149600855, 15: -0.0027407689379520873, 14: -0.007435604618703269}, 'Importance_Std': {17: 0.004220529161182826, 6: 0.0035518515105225456, 8: 0.004958118008243421, 16: 0.0034549987310462135, 3: 0.004036855997999872, 12: 0.0024433660503815993, 4: 0.00110537833649396, 13: 0.002673112361729986, 7: 0.0029435700796851174, 9: 0.002860038638182232, 2: 0.0023774049421340995, 11: 0.002586886298459523, 10: 0.0031795119067675984, 1: 0.0028054468172143037, 5: 0.004070694976736506, 0: 0.0029616737898023418, 15: 0.002643525779038404, 14: 0.0037046789927186264}};walking;1200;Study;combined_features_all;;
5074;359623.0;0.62;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[ 143  152]
 [ 619 1116]]";False;{'Feature': {0: 'acc_transportation'}, 'Importance_Mean': {0: 0.03192118226600984}, 'Importance_Std': {0: 0.006833396021617049}};walking;1500;Shopping;only_accessibility;;
6567;510834.0;0.619;True;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[ 402  238]
 [ 763 1224]]";False;{'Feature': {35: 'dem_household_size', 1: 'acc_care_public', 40: 'den_perc_housing_ch', 63: 'div_wt_school', 2: 'acc_leisure_bar', 58: 'des_mean_degree', 62: 'div_wt_leisure', 36: 'dem_income', 61: 'div_wt_care', 50: 'den_perc_shopping_alone', 56: 'den_pop_total', 19: 'dem_att_vehicle', 42: 'den_perc_industrial', 43: 'den_perc_leisure_bar', 46: 'den_perc_office', 8: 'acc_school_basic', 11: 'acc_shopping_market', 12: 'acc_sport_other', 49: 'den_perc_school_superior', 59: 'des_straightness', 41: 'den_perc_housing_sfr', 64: 'div_wt_sport', 60: 'div_ut_care', 52: 'den_perc_shopping_market', 39: 'den_perc_care_public', 38: 'den_perc_care_other', 32: 'dem_hou_structure_students_age13_18', 54: 'den_perc_storage', 0: 'acc_care_other', 10: 'acc_shopping_mall', 20: 'dem_cohort_ages_13-18', 55: 'den_perc_unbuilt', 6: 'acc_parks_M', 47: 'den_perc_parking', 53: 'den_perc_sport_other', 28: 'dem_hou_size', 7: 'acc_parks_S', 13: 'acc_transportation', 9: 'acc_school_superior', 26: 'dem_education', 3: 'acc_leisure_cultural', 5: 'acc_parks_L', 23: 'dem_cohort_ages_6-12', 33: 'dem_hou_structure_students_age6_12', 51: 'den_perc_shopping_mall', 4: 'acc_leisure_shows', 16: 'dem_activity_worker', 18: 'dem_att_license', 21: 'dem_cohort_ages_19-40', 29: 'dem_hou_structure_children', 48: 'den_perc_school_basic', 14: 'dem_activity_retired', 25: 'dem_cohort_more_65', 24: 'dem_cohort_less_5', 22: 'dem_cohort_ages_41-65', 31: 'dem_hou_structure_retiree', 15: 'dem_activity_unemployed', 34: 'dem_hou_structure_worker', 30: 'dem_hou_structure_other', 27: 'dem_gender', 57: 'des_betweenness', 44: 'den_perc_leisure_cultural', 45: 'den_perc_leisure_shows', 17: 'dem_att_card', 37: 'den_far_ag'}, 'Importance_Mean': {35: 0.008932876538510381, 1: 0.008844055322928597, 40: 0.008285750539271716, 63: 0.007714757010531703, 2: 0.0056338028169014565, 58: 0.005519604111153468, 62: 0.0051896967389925735, 36: 0.005062809288161463, 61: 0.005012054307829025, 50: 0.005012054307829017, 56: 0.0047963456414161255, 19: 0.004732901916000557, 42: 0.004542570739753904, 43: 0.004136530897094333, 46: 0.004060398426595668, 8: 0.004035020936429438, 11: 0.004022332191346334, 12: 0.003996954701180111, 49: 0.003946199720847654, 59: 0.0036543585839361016, 41: 0.003616292348686767, 64: 0.0032483187412765385, 60: 0.003146808780611643, 52: 0.002880345133866306, 39: 0.002880345133866302, 38: 0.0027153914477858533, 32: 0.002486994036289854, 54: 0.0024489278010405126, 0: 0.0024108615657911854, 10: 0.0021824641542951754, 20: 0.0020809541936302875, 55: 0.0020682654485471687, 6: 0.0019921329780484996, 47: 0.001471894429640952, 53: 0.0013576957238929377, 28: 0.001129298312396935, 7: 0.0010531658418982885, 13: 0.0010404770968151808, 9: 0.000977033371399616, 26: 0.0009770333713995938, 3: 0.0009643446263164786, 5: 0.0009135896459840365, 23: 0.0007613247049867027, 33: 0.00074863595990358, 51: 0.0005075498033244918, 4: 0.0004948610582413656, 16: 0.0003933510975764554, 18: 0.0002537749016622404, 21: 0.00015226494099733755, 29: 6.344372541556102e-05, 48: 5.0754980332493964e-05, 14: 0.0, 25: 0.0, 24: 0.0, 22: 0.0, 31: 0.0, 15: 0.0, 34: 0.0, 30: -0.00019033117624660904, 27: -0.00029184113691150447, 57: -0.0003425961172439577, 44: -0.0007232584697372683, 45: -0.000799390940235926, 17: -0.000799390940235937, 37: -0.00454257073975379}, 'Importance_Std': {35: 0.0018301727935137926, 1: 0.0017764696280042963, 40: 0.0026731123617299833, 63: 0.0037088487776442453, 2: 0.0026653614399786752, 58: 0.0016988234791264845, 62: 0.0025163736245677167, 36: 0.002480933602790984, 61: 0.0013407507117918663, 50: 0.0014647121406693576, 56: 0.0017515984191587334, 19: 0.003755118290481721, 42: 0.0014442891282966527, 43: 0.002865072559807992, 46: 0.0018527305924064708, 8: 0.0028394451768513963, 11: 0.0018692119376808364, 12: 0.0011152389183636089, 49: 0.002250920433821778, 59: 0.0019622888894529717, 41: 0.001675923379028741, 64: 0.001762959465342831, 60: 0.002052127483775594, 52: 0.0018114711302180493, 39: 0.002194859498381281, 38: 0.0012146781315847727, 32: 0.0017353453619874486, 54: 0.0013101398124899493, 0: 0.0027137307303062466, 10: 0.001277473716396732, 20: 0.001531295504788292, 55: 0.0012224076491944185, 6: 0.0009462265289939056, 47: 0.002039851436529229, 53: 0.0015088940070396256, 28: 0.0012795515762927714, 7: 0.0021926577394858937, 13: 0.0020045004633389273, 9: 0.0023684486771751285, 26: 0.0008321534034802422, 3: 0.0006037496385418154, 5: 0.000633929501169724, 23: 0.0008624613865228335, 33: 0.0004863283313472052, 51: 0.0020694716952544107, 4: 0.0009280149475054581, 16: 0.00028627113748708644, 18: 0.0004747693676911376, 21: 0.0002108012653957161, 29: 0.00024241813443144958, 48: 0.0032623649489199446, 14: 0.0, 25: 0.0, 24: 0.0, 22: 0.0, 31: 0.0, 15: 0.0, 34: 0.0, 30: 0.00030689980008745334, 27: 0.0006715451654560861, 57: 0.0015142197824815446, 44: 0.0006243326786012918, 45: 0.0005675997778541897, 17: 0.0009747235966049083, 37: 0.0016385685529611048}};walking;1200;Study;all_features_all;;
7299;564921.0;0.617;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 469  401]
 [ 718 1332]]";False;{'Feature': {2: 'den_pop_total', 0: 'den_perc_housing_sfr', 1: 'den_perc_unbuilt'}, 'Importance_Mean': {2: 0.05737442922374433, 0: 0.046404109589041134, 1: 0.038527397260274}, 'Importance_Std': {2: 0.0066769015074606775, 0: 0.005939419938110613, 1: 0.0059911934181631245}};walking;1500;Study;only_density;;
4738;338083.0;0.617;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[ 121  100]
 [ 626 1049]]";False;{'Feature': {0: 'des_straightness', 1: 'den_perc_shopping_market'}, 'Importance_Mean': {0: 0.0484880450070323, 1: 0.04191279887482414}, 'Importance_Std': {0: 0.00896100340449584, 1: 0.008254102389869546}};walking;1200;Shopping;only_purpose_features_be;;
21228;1560109.0;0.617;False;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 976  659]
 [2592 4265]]";False;{'Feature': {0: 'acc_transportation'}, 'Importance_Mean': {0: 0.0696263149631025}, 'Importance_Std': {0: 0.00370864863350061}};walking;1200;all;only_accessibility;;
4381;317898.0;0.617;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[  55   40]
 [ 632 1026]]";False;{'Feature': {0: 'acc_general', 4: 'den_less_walkable', 2: 'acc_transportation', 5: 'den_perc_housing_sfr', 1: 'acc_green_areas', 7: 'den_urban_form', 9: 'des_building_age', 6: 'den_perc_unbuilt', 8: 'des_betweenness', 12: 'div_walkable', 10: 'des_mean_degree', 11: 'div_unpaired', 3: 'den_land_use_walkable'}, 'Importance_Mean': {0: 0.0013690815744438348, 4: -0.0039170945046586615, 2: -0.006141852063129846, 5: -0.006503137478608075, 1: -0.007872219053051894, 7: -0.009621601064841204, 9: -0.01032515687393039, 6: -0.010971667617417743, 8: -0.011808328579577854, 12: -0.01660011409013118, 10: -0.018102300817645925, 11: -0.021753185016162753, 3: -0.022247575584711906}, 'Importance_Std': {0: 0.0027657543769654585, 4: 0.0028927842184045057, 2: 0.003854049892868109, 5: 0.006241331537040235, 1: 0.004417218638358454, 7: 0.003487792515142806, 9: 0.0021463403346873157, 6: 0.0040942393378542484, 8: 0.0033592069161981772, 12: 0.0036447883602503495, 10: 0.005491227534649576, 11: 0.0030568680683184784, 3: 0.0048314622439725435}};walking;900;Sport / Stroll;combined_features_be;;
4047;286673.0;0.617;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[442 264]
 [356 557]]";False;{'Feature': {1: 'des_straightness', 0: 'des_betweenness'}, 'Importance_Mean': {1: 0.09054972205064858, 0: 0.06934321597694053}, 'Importance_Std': {1: 0.011900919929958087, 0: 0.009468539069966942}};walking;1500;Care;only_design;;
2964;213306.0;0.617;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[205 160]
 [294 527]]";False;{'Feature': {2: 'den_pop_total', 0: 'den_perc_housing_sfr', 1: 'den_perc_unbuilt'}, 'Importance_Mean': {2: 0.06211354693648124, 0: 0.05191118605958409, 1: 0.013518830803822419}, 'Importance_Std': {2: 0.009719851863850807, 0: 0.013532263435507513, 1: 0.01011917581576268}};walking;900;Care;only_density;;
3917;305460.0;0.616;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[118  66]
 [536 847]]";False;{'Feature': {3: 'den_perc_housing_sfr', 5: 'den_perc_school_superior', 1: 'acc_school_superior', 4: 'den_perc_school_basic', 6: 'den_perc_unbuilt', 8: 'des_betweenness', 10: 'des_mean_degree', 0: 'acc_school_basic', 9: 'des_building_age', 2: 'acc_transportation', 7: 'den_pop_total', 11: 'div_wt_school'}, 'Importance_Mean': {3: -0.0034673473728993654, 5: -0.0043182301637949005, 1: -0.008359923420548783, 4: -0.008764092746224169, 6: -0.010784939374601111, 8: -0.011189108700276484, 10: -0.01284833014252283, 0: -0.014528823654541546, 9: -0.015081897468623658, 2: -0.01897468623697082, 7: -0.021038077004892533, 11: -0.021825143586470922}, 'Importance_Std': {3: 0.0049064756362083165, 5: 0.0033634768188567834, 1: 0.004211708659806195, 4: 0.004548245105530425, 6: 0.004369896187816201, 8: 0.004873300728031662, 10: 0.005290034867589343, 0: 0.004108374134073459, 9: 0.005513078674556377, 2: 0.004274362929625667, 7: 0.003990370410632592, 11: 0.004247175292653757}};walking;600;Study;only_purpose_features_be;;
4047;286673.0;0.616;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[375 331]
 [291 622]]";False;{'Feature': {2: 'den_pop_total', 1: 'den_perc_housing_sfr', 0: 'des_straightness'}, 'Importance_Mean': {2: 0.048486720197652905, 1: 0.033580399423512465, 0: 0.03133621577105211}, 'Importance_Std': {2: 0.010324128432935583, 1: 0.008617087876436358, 0: 0.008045364535678978}};walking;1500;Care;only_purpose_features_be;;
4047;286673.0;0.615;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[377 329]
 [294 619]]";False;{'Feature': {2: 'den_pop_total', 0: 'den_perc_housing_sfr', 1: 'den_perc_unbuilt'}, 'Importance_Mean': {2: 0.056063413629812646, 0: 0.033518632900967675, 1: 0.01708873790405601}, 'Importance_Std': {2: 0.010551876346003495, 0: 0.008057999918611869, 1: 0.00682482031837848}};walking;1500;Care;only_density;;
1226;90167.0;0.615;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[ 42  54]
 [135 260]]";False;{'Feature': {1: 'den_perc_unbuilt', 2: 'den_pop_total', 0: 'den_perc_housing_sfr'}, 'Importance_Mean': {1: 0.02878479293957908, 2: 0.026069246435845204, 0: 0.023693143245078055}, 'Importance_Std': {1: 0.011250689741135978, 2: 0.017734930476227716, 0: 0.015928393284765373}};walking;1500;Leisure;only_density;;
6567;510834.0;0.614;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 370  270]
 [ 744 1243]]";False;{'Feature': {0: 'dem_income', 2: 'dem_att_vehicle', 3: 'dem_household_size', 1: 'dem_cohort_ages_13-18'}, 'Importance_Mean': {0: 0.03507169140971956, 2: 0.027268113183606127, 3: 0.022002283974114942, 1: 0.01459205684557795}, 'Importance_Std': {0: 0.005953226009462521, 2: 0.004870379390880305, 3: 0.005620756025847328, 1: 0.00482939705485647}};walking;1200;Study;all_features_dem;;
1095;80451.0;0.614;False;True;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[ 32  31]
 [138 237]]";False;{'Feature': {1: 'dem_household_size', 0: 'dem_income', 2: 'dem_education'}, 'Importance_Mean': {1: 0.054337899543379045, 0: 0.027016742770167475, 2: 0.023744292237442965}, 'Importance_Std': {1: 0.0161051982543821, 0: 0.00959779504264858, 2: 0.014626134591823716}};walking;1200;Leisure;all_features_dem;;
6567;510834.0;0.614;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 380  260]
 [ 753 1234]]";False;{'Feature': {0: 'div_wt_school', 1: 'acc_school_basic', 2: 'den_pop_total'}, 'Importance_Mean': {0: 0.08169014084507041, 1: 0.06921710442837202, 2: 0.01900774013450068}, 'Importance_Std': {0: 0.006748647177598038, 1: 0.0064263827775741305, 2: 0.0058626396489874595}};walking;1200;Study;only_purpose_features_be;;
4047;286673.0;0.613;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[417 289]
 [337 576]]";False;{'Feature': {0: 'den_land_use_walkable', 1: 'acc_general'}, 'Importance_Mean': {0: 0.08247889643813051, 1: 0.04272184476013998}, 'Importance_Std': {0: 0.0099144194389571, 1: 0.0065076697989825}};walking;1500;Care;purpose_combined_features_be;;
4047;286673.0;0.613;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[398 308]
 [318 595]]";False;{'Feature': {38: 'div_wt_care', 35: 'des_straightness', 25: 'den_perc_school_basic', 24: 'den_perc_parking', 29: 'den_perc_shopping_market', 9: 'acc_shopping_alone', 7: 'acc_school_basic', 28: 'den_perc_shopping_mall', 36: 'div_ut_care', 39: 'div_wt_leisure', 0: 'acc_care_other', 20: 'den_perc_leisure_bar', 32: 'den_perc_unbuilt', 19: 'den_perc_industrial', 26: 'den_perc_school_superior', 13: 'acc_transportation', 4: 'acc_parks_L', 6: 'acc_parks_S', 33: 'des_betweenness', 10: 'acc_shopping_mall', 21: 'den_perc_leisure_cultural', 2: 'acc_leisure_cultural', 27: 'den_perc_shopping_alone', 22: 'den_perc_leisure_shows', 15: 'den_perc_care_other', 14: 'den_far_ag', 31: 'den_perc_storage', 8: 'acc_school_superior', 41: 'div_wt_sport', 1: 'acc_care_public', 3: 'acc_leisure_shows', 30: 'den_perc_sport_other', 18: 'den_perc_housing_sfr', 12: 'acc_sport_other', 34: 'des_mean_degree', 5: 'acc_parks_M', 37: 'div_ut_shopping', 17: 'den_perc_housing_ch', 11: 'acc_shopping_market', 40: 'div_wt_school', 23: 'den_perc_office', 16: 'den_perc_care_public'}, 'Importance_Mean': {38: 0.00461190035001026, 35: 0.0030471484455424874, 25: 0.0029647930821494564, 24: 0.002614782787729012, 29: 0.0019147621988881759, 9: 0.001441218859378198, 7: 0.001194152769199075, 28: 0.0011735639283508182, 36: 0.0009264978381716952, 39: 0.0004941321803582274, 0: 0.00037059913526866405, 20: 0.0002882437718756107, 32: 0.00010294420424129165, 19: 2.0588840848242047e-05, 26: -8.235536339304961e-05, 13: -0.00014412188593783867, 4: -0.0001647107267860844, 6: -0.00018529956763435607, 33: -0.00026765493102740565, 10: -0.0004941321803582643, 21: -0.000597076384599556, 2: -0.000720609429689123, 27: -0.0007823759522339083, 22: -0.0009059089973234642, 15: -0.0009882643607165066, 14: -0.0011117974058060735, 31: -0.0011323862466543378, 8: -0.001173563928350859, 41: -0.0012765081325921616, 1: -0.0012765081325921653, 3: -0.0013382746551369358, 30: -0.0014823965410747672, 18: -0.001626518427012591, 12: -0.001667696108709101, 34: -0.0016882849495573578, 5: -0.0020177064031295378, 37: -0.002450072060942991, 17: -0.003191270331480363, 11: -0.0040354128062590425, 40: -0.004529544986617281, 23: -0.00463248919085858, 16: -0.004714844554251633}, 'Importance_Std': {38: 0.0030332051654441625, 35: 0.0027202214642641507, 25: 0.0023568602876267893, 24: 0.0030952499422990318, 29: 0.0028455089033667964, 9: 0.00328906329795608, 7: 0.002226642921078154, 28: 0.0022003104546703947, 36: 0.002500082182332958, 39: 0.0024675706430436328, 0: 0.0024686011591223936, 20: 0.00261437746417129, 32: 0.0013351033837243926, 19: 0.002513947210799105, 26: 0.002065462006009385, 13: 0.002242293972390975, 4: 0.0008578409164504825, 6: 0.002074166056395611, 33: 0.0020089687401075662, 10: 0.0021181504878915835, 21: 0.0006474854928357679, 2: 0.0013633792984264728, 27: 0.0025060941411905297, 22: 0.0015926769286237598, 15: 0.0015095987465368445, 14: 0.0027456591440263053, 31: 0.0020051670717175524, 8: 0.0026125121658501175, 41: 0.0028703532086215297, 1: 0.002209442606596072, 3: 0.0012565941543889116, 30: 0.002623441702482448, 18: 0.002764507139655565, 12: 0.0024868217590114277, 34: 0.0022493720870904294, 5: 0.0026825608358908683, 37: 0.00249363078471747, 17: 0.003544929674026846, 11: 0.0037629732758995916, 40: 0.0023402548467585395, 23: 0.0022083871326829653, 16: 0.002160259045932251}};walking;1500;Care;all_features_be;;
18164;1344443.0;0.613;False;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 629  421]
 [2390 3826]]";False;{'Feature': {0: 'acc_transportation'}, 'Importance_Mean': {0: 0.0531883659051289}, 'Importance_Std': {0: 0.0030141601783895003}};walking;900;all;only_accessibility;;
2022;145993.0;0.612;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 96  75]
 [239 399]]";False;{'Feature': {2: 'den_pop_total', 1: 'den_perc_unbuilt', 0: 'den_perc_housing_sfr'}, 'Importance_Mean': {2: 0.03906056860321386, 1: 0.007911001236093961, 0: -0.007952204367531912}, 'Importance_Std': {2: 0.01315380528496715, 1: 0.012628339681575947, 0: 0.012033924569121592}};walking;600;Care;only_density;;
6567;510834.0;0.612;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[ 386  254]
 [ 764 1223]]";False;{'Feature': {17: 'div_wt_school', 2: 'acc_school_basic', 11: 'den_pop_total', 3: 'acc_school_superior', 15: 'des_straightness', 0: 'acc_general', 5: 'den_land_use_walkable', 8: 'den_perc_school_basic', 14: 'des_mean_degree', 1: 'acc_green_areas', 7: 'den_perc_housing_sfr', 4: 'acc_transportation', 10: 'den_perc_unbuilt', 16: 'div_walkable', 9: 'den_perc_school_superior', 12: 'den_urban_form', 6: 'den_less_walkable', 13: 'des_betweenness'}, 'Importance_Mean': {17: 0.015442202766146381, 2: 0.0073214059129551624, 11: 0.006699657403882719, 3: 0.005963710189062259, 15: 0.002931100114198659, 0: 0.002575815251871542, 5: 0.002436239055957323, 8: 0.0016368481157213158, 14: -0.0002791523918284855, 1: -0.0019033117624667269, 7: -0.0031594975256947397, 4: -0.0032610074863596386, 10: -0.003311762466692081, 16: -0.003628981093769875, 9: -0.003908133485598316, 12: -0.005138941758660117, 6: -0.005418094150488562, 13: -0.009110518969673942}, 'Importance_Std': {17: 0.005417083711226605, 2: 0.005431331329991691, 11: 0.0019647488238391927, 3: 0.0030647982069117014, 15: 0.0020337252085972186, 0: 0.00329763372280115, 5: 0.0046586187999771355, 8: 0.004162005099132895, 14: 0.0023587418096633877, 1: 0.0016795221020453643, 7: 0.0021424449150713822, 4: 0.0022427513972773723, 10: 0.00263758084527142, 16: 0.0034536703648697033, 9: 0.0021799544710066573, 12: 0.0018796910132795259, 6: 0.0024028677602465926, 13: 0.0031404579996063917}};walking;1200;Study;purpose_combined_features_be;;
938;68582.0;0.612;True;True;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[ 13  25]
 [121 217]]";False;{'Feature': {0: 'dem_income', 1: 'dem_attitude'}, 'Importance_Mean': {0: -0.01214539007092202, 1: -0.012677304964539038}, 'Importance_Std': {0: 0.018613010375100006, 1: 0.01935813783990446}};walking;900;Leisure;combined_features_dem;;
18164;1344443.0;0.611;False;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[ 643  407]
 [2417 3799]]";False;{'Feature': {0: 'dem_household_size', 1: 'dem_hou_structure_students_age6_12'}, 'Importance_Mean': {0: 0.04302688320029357, 1: 0.025777594274704045}, 'Importance_Std': {0: 0.0036933526697380484, 1: 0.002753039225486359}};walking;900;all;all_features_dem;;
3917;305460.0;0.61;True;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[115  69]
 [542 841]]";False;{'Feature': {0: 'dem_income', 2: 'dem_household_size', 3: 'dem_education', 1: 'dem_cohort_ages_13-18'}, 'Importance_Mean': {0: 0.04450116996383753, 2: 0.025717932354818163, 3: 0.01805998723675817, 1: 0.012316528398213178}, 'Importance_Std': {0: 0.008525191667692868, 2: 0.007554700035437116, 3: 0.004497873395385125, 1: 0.004012985969949644}};walking;600;Study;all_features_dem;;
3571;255187.0;0.61;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[321 224]
 [334 550]]";False;{'Feature': {1: 'des_straightness', 0: 'des_betweenness'}, 'Importance_Mean': {1: 0.07800326568696062, 0: 0.06750641474224403}, 'Importance_Std': {1: 0.011257319447308671, 0: 0.012306139820410417}};walking;1200;Care;only_design;;
